,Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,player_id,1D,Awards,QBR
8,2012,32,PIT,,4.0,2,1,0-1-0,25,53,47.2,272,0,0.0,1,1.9,37,5.1,4.3,10.9,136.0,54.9,3,24,5.4,4.43,3.63,0.0,0.0,1,685,13,,28.8
9,Career,Career,,,,60,50,24-26-0,930,1605,57.9,10532,58,3.6,42,2.6,84,6.6,6.1,11.3,175.5,78.9,92,452,5.4,5.94,5.51,7.0,10.0,36,685,509,,
10,4 yrs,4 yrs,JAX,,,46,44,24-20-0,789,1344,58.7,9042,51,3.8,36,2.7,84,6.7,6.3,11.5,196.6,80.5,76,362,5.4,6.11,5.69,7.0,10.0,32,685,435,,
11,3 yrs,3 yrs,PIT,,,8,1,0-1-0,51,96,53.1,617,2,2.1,1,1.0,50,6.4,6.4,12.1,77.1,75.7,8,53,7.7,5.42,5.38,0.0,0.0,2,685,34,,
12,1 yr,1 yr,ATL,,,3,2,0-2-0,32,58,55.2,279,1,1.7,2,3.4,23,4.8,3.6,8.7,93.0,59.5,6,37,9.4,3.78,2.69,,,1,685,13,,
13,1 yr,1 yr,TAM,,,3,3,0-3-0,58,107,54.2,594,4,3.7,3,2.8,47,5.6,5.0,10.2,198.0,71.2,2,0,1.8,5.45,4.94,,,1,685,27,,
0,2000,24,NYJ,,10.0,1,0,,2,5,40.0,67,1,20.0,0,0.0,62,13.4,17.4,33.5,67.0,127.1,1,4,16.7,10.5,13.83,,,0,686,2,,
1,2001,25,NYJ,,10.0,2,0,,10,20,50.0,92,1,5.0,0,0.0,24,4.6,5.6,9.2,46.0,79.6,1,8,4.8,4.0,4.95,,,0,686,5,,
2,2002,26,NYJ,QB,10.0,15,12,8-4-0,275,399,68.9,3120,22,5.5,6,1.5,47,7.8,8.2,11.3,208.0,104.2,22,135,5.2,7.09,7.49,1.0,2.0,12,686,168,,
3,2003,27,NYJ,QB,10.0,10,9,4-5-0,189,297,63.6,2139,13,4.4,12,4.0,65,7.2,6.3,11.3,213.9,82.9,25,160,7.8,6.15,5.28,2.0,2.0,7,686,116,,
4,2004,28,NYJ,QB,10.0,13,13,8-5-0,242,370,65.4,2673,16,4.3,9,2.4,48,7.2,7.0,11.0,205.6,91.0,18,103,4.6,6.62,6.4,2.0,2.0,10,686,137,,
5,2005,29,NYJ,,10.0,3,3,1-2-0,49,83,59.0,530,2,2.4,3,3.6,37,6.4,5.2,10.8,176.7,70.9,9,52,9.8,5.2,4.16,,,2,686,30,,
6,2006,30,NYJ,QB,10.0,16,16,10-6-0,313,485,64.5,3352,17,3.5,16,3.3,71,6.9,6.1,10.7,209.5,82.6,30,172,5.8,6.17,5.44,1.0,2.0,12,686,163,AP CPoY-1,64.2
7,2007,31,NYJ,qb,10.0,9,8,1-7-0,179,260,68.8,1765,10,3.8,9,3.5,57,6.8,6.0,9.9,196.1,86.1,26,178,9.1,5.55,4.83,,,5,686,89,,45.4
8,2008,32,MIA,QB,10.0,16,16,11-5-0,321,476,67.4,3653,19,4.0,7,1.5,80,7.7,7.8,11.4,228.3,97.4,24,121,4.8,7.06,7.19,1.0,2.0,13,686,180,"AP MVP-2, AP CPoY-1",65.7
9,2009,33,MIA,,10.0,3,3,0-3-0,51,74,68.9,413,1,1.4,2,2.7,21,5.6,4.6,8.1,137.7,76.0,6,32,7.5,4.76,3.89,,,1,686,27,,40.5
10,2010,34,MIA,,10.0,1,1,1-0-0,1,2,50.0,19,0,0.0,0,0.0,19,9.5,9.5,19.0,19.0,83.3,0,0,0.0,9.5,9.5,,,0,686,1,,94.1
11,Career,Career,,,,89,81,44-37-0,1632,2471,66.0,17823,102,4.1,64,2.6,80,7.2,6.9,10.9,200.3,90.1,162,965,6.2,6.4,6.08,7.0,10.0,62,686,918,,
12,8 yrs,8 yrs,NYJ,,,69,61,32-29-0,1259,1919,65.6,13738,82,4.3,55,2.9,71,7.2,6.7,10.9,199.1,88.9,132,812,6.4,6.3,5.9,6.0,8.0,48,686,710,,
13,3 yrs,3 yrs,MIA,,,20,20,12-8-0,373,552,67.6,4085,20,3.6,9,1.6,80,7.4,7.4,11.0,204.3,94.5,30,153,5.2,6.76,6.75,1.0,2.0,14,686,208,,
0,1958,22,CRD,,16.0,7,0,,1,9,11.1,18,0,0.0,2,22.2,18.0,2.0,-8.0,18.0,2.6,0.0,,,,,,,,,687,,,
1,1959,23,CRD,QB,16.0,11,10,2-8-0,82,181,45.3,1015,7,3.9,13,7.2,31.0,5.6,3.1,12.4,92.3,46.2,,,,,,,,,687,,,
2,1960,24,STL,,16.0,12,1,1-0-0,20,55,36.4,205,1,1.8,5,9.1,25.0,3.7,0.0,10.3,17.1,16.1,,,,,,,,2.0,687,,,
3,1961,25,PHI,,10.0,14,0,,6,12,50.0,101,2,16.7,2,16.7,23.0,8.4,4.3,16.8,7.2,78.8,,,,,,,,3.0,687,,,
4,1962,26,PHI,,10.0,14,1,0-1-0,31,61,50.8,361,0,0.0,5,8.2,37.0,5.9,2.2,11.6,25.8,34.9,,,,,,,,4.0,687,,,
5,1963,27,PHI,qb,10.0,14,6,1-4-1,91,186,48.9,1213,10,5.4,17,9.1,,6.5,3.5,13.3,86.6,49.9,10.0,114.0,5.1,5.61,2.72,,,1.0,687,,,
6,1964,28,PHI,,10.0,8,3,1-2-0,49,88,55.7,641,3,3.4,4,4.5,38.0,7.3,5.9,13.1,80.1,71.3,8.0,61.0,8.3,6.04,4.79,1.0,1.0,3.0,687,,,
7,1965,29,PHI,qb,10.0,7,4,1-3-0,60,113,53.1,857,5,4.4,10,8.8,50.0,7.6,4.5,14.3,122.4,55.8,4.0,21.0,3.4,7.15,4.15,,,4.0,687,,,
8,1966,30,PHI,,10.0,10,2,2-0-0,53,97,54.6,571,5,5.2,7,7.2,30.0,5.9,3.7,10.8,57.1,59.3,6.0,42.0,5.8,5.14,3.05,2.0,2.0,3.0,687,,,
9,1967,31,PHI,,10.0,1,0,,2,7,28.6,33,1,14.3,0,0.0,18.0,4.7,7.6,16.5,33.0,86.3,0.0,0.0,0.0,4.71,7.57,,,0.0,687,,,
10,1968,32,2TM,,,11,2,0-2-0,33,71,46.5,531,3,4.2,6,8.5,92.0,7.5,4.5,16.1,48.3,50.9,4.0,36.0,5.3,6.6,3.8,,,3.0,687,,,
11,,,MIN,,10.0,8,0,,0,0,,0,0,,0,,0.0,,,,0.0,,0.0,0.0,,,,,,1.0,687,,,
12,,,PHI,,10.0,3,2,0-2-0,33,71,46.5,531,3,4.2,6,8.5,92.0,7.5,4.5,16.1,177.0,50.9,4.0,36.0,5.3,6.6,3.8,,,2.0,687,,,
13,1969,33,STL,,15.0,14,0,,1,1,100.0,7,0,0.0,0,0.0,7.0,7.0,7.0,7.0,0.5,95.8,0.0,0.0,0.0,7.0,7.0,,,1.0,687,,,
14,Career,Career,,,,123,29,8-20-1,429,881,48.7,5553,37,4.2,71,8.1,92.0,6.3,3.5,12.9,45.1,49.3,32.0,274.0,3.5,5.78,3.09,3.0,3.0,24.0,687,,,
15,8 yrs,8 yrs,PHI,,,71,18,5-12-1,325,635,51.2,4308,29,4.6,51,8.0,92.0,6.8,4.1,13.3,60.7,54.8,32.0,274.0,5.4,6.01,3.59,3.0,3.0,20.0,687,,,
16,4 yrs,4 yrs,CRD-STL,,,44,11,3-8-0,104,246,42.3,1245,8,3.3,20,8.1,31.0,5.1,2.1,12.0,28.3,35.4,0.0,0.0,0.0,7.0,7.0,,,3.0,687,,,
17,1 yr,1 yr,MIN,,,8,0,,0,0,,0,0,,0,,0.0,,,,0.0,,0.0,0.0,,,,,,1.0,687,,,
0,1991,24,CIN,,12.0,8,1,0-1-0,32,55,58.2,310,1,1.8,4,7.3,23,5.6,2.7,9.7,38.8,49.8,7,57,11.3,4.08,1.5,,,1,688,,,
1,1992,25,CIN,,12.0,10,1,0-1-0,35,58,60.3,335,2,3.4,0,0.0,24,5.8,6.5,9.6,33.5,87.9,8,45,12.1,4.39,5.0,1.0,0.0,2,688,,,
2,1994,27,CIN,,12.0,2,0,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,1,20,33.3,-6.67,-21.67,,,0,688,,,
3,1998,31,OAK,qb,12.0,12,6,4-2-0,135,260,51.9,1754,10,3.8,16,6.2,47,6.7,4.7,13.0,146.2,60.6,36,207,12.2,5.23,3.47,1.0,1.0,2,688,80.0,,
4,Career,Career,,,,32,8,4-4-0,202,375,53.9,2399,13,3.5,21,5.6,47,6.4,4.6,11.9,75.0,61.8,52,329,12.2,4.85,3.24,2.0,1.0,5,688,80.0,,
5,3 yrs,3 yrs,CIN,,,20,2,0-2-0,67,115,58.3,645,3,2.6,5,4.3,24,5.6,4.2,9.6,32.3,64.6,16,122,12.2,3.99,2.73,1.0,0.0,3,688,0.0,,
6,1 yr,1 yr,OAK,,,12,6,4-2-0,135,260,51.9,1754,10,3.8,16,6.2,47,6.7,4.7,13.0,146.2,60.6,36,207,12.2,5.23,3.47,1.0,1.0,2,688,80.0,,
0,1977,22,MIN,,9.0,6,1,0-1-0,30,57,52.6,425,5,8.8,4,7.0,69,7.5,6.1,14.2,70.8,77.0,6,45,9.5,6.03,4.76,1.0,1.0,1,689,,,
1,1978,23,MIN,,9.0,4,0,,5,16,31.3,50,0,0.0,1,6.3,19,3.1,0.3,10.0,12.5,15.1,1,11,5.9,2.29,-0.35,0.0,1.0,0,689,,,
2,1979,24,MIN,QB,9.0,16,16,7-9-0,315,566,55.7,3397,23,4.1,24,4.2,55,6.0,4.9,10.8,212.3,69.3,36,249,6.0,5.23,4.2,3.0,3.0,10,689,,,
3,1980,25,MIN,QB,9.0,15,15,8-7-0,299,522,57.3,3582,19,3.6,23,4.4,76,6.9,5.6,12.0,238.8,72.2,37,214,6.6,6.03,4.85,4.0,4.0,12,689,,,
4,1981,26,MIN,QB,9.0,14,14,7-7-0,322,593,54.3,3912,26,4.4,24,4.0,63,6.6,5.7,12.1,279.4,72.6,19,149,3.1,6.15,5.23,2.0,2.0,10,689,,,
5,1982,27,MIN,QB,9.0,9,9,5-4-0,176,308,57.1,2037,15,4.9,12,3.9,65,6.6,5.8,11.6,226.3,77.3,21,130,6.4,5.8,5.07,1.0,2.0,11,689,,,
6,1983,28,MIN,,9.0,3,3,2-1-0,55,82,67.1,550,3,3.7,4,4.9,49,6.7,5.2,10.0,183.3,77.8,3,27,3.5,6.15,4.74,,,2,689,,,
7,1984,29,MIN,QB,9.0,9,9,2-7-0,124,236,52.5,1678,9,3.8,10,4.2,70,7.1,6.0,13.5,186.4,70.6,24,145,9.2,5.9,4.86,,,5,689,,,
8,1985,30,MIN,QB,9.0,15,15,6-9-0,277,506,54.7,3522,19,3.8,26,5.1,57,7.0,5.4,12.7,234.8,67.8,39,255,7.2,5.99,4.54,2.0,4.0,11,689,,,
9,1986*,31,MIN,QB,9.0,13,13,7-6-0,208,372,55.9,3000,24,6.5,10,2.7,76,8.1,8.1,14.4,230.8,92.6,31,178,7.7,7.0,7.08,1.0,1.0,13,689,,"AP2, PB",
10,1987,32,MIN,qb,9.0,6,5,3-2-0,40,81,49.4,452,4,4.9,3,3.7,40,5.6,4.9,11.3,75.3,67.5,7,35,8.0,4.74,4.11,,,2,689,,,
11,1988,33,MIN,qb,9.0,10,6,4-2-0,83,173,48.0,1264,5,2.9,9,5.2,47,7.3,5.5,15.2,126.4,60.5,11,62,6.0,6.53,4.88,1.0,1.0,4,689,,,
12,1989,34,MIN,,9.0,8,4,3-1-0,77,136,56.6,906,7,5.1,7,5.1,39,6.7,5.4,11.8,113.3,72.7,12,75,8.1,5.61,4.43,,,3,689,,,
13,1990,35,NOR,,9.0,1,0,,1,3,33.3,2,0,0.0,1,33.3,2,0.7,-14.3,2.0,2.0,2.8,2,11,40.0,-1.8,-10.8,,,0,689,,,
14,Career,Career,,,,129,110,54-56-0,2012,3651,55.1,24777,159,4.4,158,4.3,76,6.8,5.7,12.3,192.1,72.8,249,1586,6.4,5.95,4.94,15.0,19.0,84,689,,,
15,13 yrs,13 yrs,MIN,,,128,110,54-56-0,2011,3648,55.1,24775,159,4.4,157,4.3,76,6.8,5.7,12.3,193.6,72.9,247,1575,6.3,5.96,4.96,15.0,19.0,84,689,,,
16,1 yr,1 yr,NOR,,,1,0,,1,3,33.3,2,0,0.0,1,33.3,2,0.7,-14.3,2.0,2.0,2.8,2,11,40.0,-1.8,-10.8,,,0,689,,,
0,1958,22,RAM,,15.0,5,0,,5,14,35.7,34,1,7.1,3,21.4,14,2.4,-5.8,6.8,6.8,28.6,,,,,,,,,690,,,
1,1959,23,RAM,,15.0,10,3,0-3-0,42,89,47.2,709,2,2.2,4,4.5,67,8.0,6.4,16.9,70.9,63.4,,,,,,,,,690,,,
2,1960,24,RAM,qb,15.0,11,5,3-1-1,62,128,48.4,816,7,5.5,9,7.0,61,6.4,4.3,13.2,74.2,57.9,,,,,,0.0,0.0,5.0,690,,,
3,1961,25,RAM,,15.0,14,3,2-1-0,72,142,50.7,1115,5,3.5,7,4.9,96,7.9,6.3,15.5,79.6,68.3,,,,,,0.0,2.0,5.0,690,,,
4,1962,26,CLE,qb,13.0,11,7,3-3-1,112,194,57.7,1541,10,5.2,7,3.6,65,7.9,7.4,13.8,140.1,85.4,,,,,,1.0,0.0,10.0,690,,,
5,1963,27,CLE,QB,13.0,13,13,10-3-0,135,256,52.7,2026,25,9.8,13,5.1,83,7.9,7.6,15.0,155.8,90.4,21.0,179.0,7.6,6.67,6.36,1.0,1.0,12.0,690,,,
6,1964*,28,CLE,QB,13.0,14,14,10-3-1,174,334,52.1,2404,25,7.5,19,5.7,62,7.2,6.1,13.8,171.7,76.7,27.0,207.0,7.5,6.09,5.1,1.0,0.0,17.0,690,,PB,
7,1965*,29,CLE,QB,13.0,12,12,10-2-0,119,243,49.0,1751,18,7.4,13,5.3,80,7.2,6.3,14.7,145.9,75.3,23.0,202.0,8.6,5.82,4.98,3.0,3.0,10.0,690,,"UPI MVP-6, PB",
8,1966*,30,CLE,QB,13.0,14,14,9-5-0,200,382,52.4,2974,29,7.6,14,3.7,54,7.8,7.7,14.9,212.4,88.2,28.0,223.0,6.8,6.71,6.59,1.0,1.0,17.0,690,,PB,
9,1967,31,CLE,QB,13.0,13,13,9-4-0,136,280,48.6,2026,20,7.1,16,5.7,49,7.2,6.1,14.9,155.8,72.7,38.0,318.0,11.9,5.37,4.36,1.0,1.0,10.0,690,,,
10,1968,32,CLE,,13.0,7,3,1-2-0,31,66,47.0,639,7,10.6,6,9.1,57,9.7,7.7,20.6,91.3,79.0,10.0,79.0,13.2,7.37,5.66,0.0,1.0,4.0,690,,,
11,1969,33,WAS,,13.0,1,0,,1,1,100.0,4,0,0.0,0,0.0,4,4.0,4.0,4.0,4.0,83.3,0.0,0.0,0.0,4.0,4.0,,,0.0,690,,,
12,1970,34,WAS,,13.0,1,0,,1,4,25.0,3,0,0.0,0,0.0,3,0.8,0.8,3.0,3.0,39.6,4.0,35.0,50.0,-4.0,-4.0,,,0.0,690,,,
13,Career,Career,,,,126,87,57-27-3,1090,2133,51.1,16042,149,7.0,111,5.2,96,7.5,6.6,14.7,127.3,77.6,151.0,1243.0,6.6,6.48,5.6,8.0,9.0,90.0,690,,,
14,7 yrs,7 yrs,CLE,,,84,76,52-22-2,907,1755,51.7,13361,134,7.6,88,5.0,83,7.6,6.9,14.7,159.1,81.4,147.0,1208.0,8.6,6.21,5.53,8.0,7.0,80.0,690,,,
15,4 yrs,4 yrs,RAM,,,40,11,5-5-1,181,373,48.5,2674,15,4.0,23,6.2,96,7.2,5.2,14.8,66.9,60.1,,,,,,0.0,2.0,10.0,690,,,
16,2 yrs,2 yrs,WAS,,,2,0,,2,5,40.0,7,0,0.0,0,0.0,4,1.4,1.4,3.5,3.5,47.9,4.0,35.0,44.4,-3.11,-3.11,,,0.0,690,,,
0,2006,23,TAM,QB,7.0,13,11,3-8-0,177,328,54.0,1661,9,2.7,9,2.7,53,5.1,4.4,9.4,127.8,65.9,25,146,7.1,4.29,3.65,2.0,3.0,2,691,81.0,,32.0
1,2007,24,TAM,,5.0,4,0,,13,24,54.2,130,0,0.0,1,4.2,20,5.4,3.5,10.0,32.5,52.4,2,14,7.7,4.46,2.73,,,1,691,5.0,,37.3
2,2008,25,CLE,,7.0,2,1,0-1-0,7,21,33.3,26,0,0.0,3,14.3,12,1.2,-5.2,3.7,13.0,2.8,4,18,16.0,0.32,-5.08,,,0,691,1.0,,0.6
3,2009,26,OAK,,5.0,7,4,2-2-0,82,150,54.7,1007,6,4.0,3,2.0,75,6.7,6.6,12.3,143.9,80.6,11,71,6.8,5.81,5.72,2.0,2.0,3,691,44.0,,58.3
4,2010,27,OAK,,5.0,6,4,1-3-0,83,157,52.9,1059,5,3.2,7,4.5,70,6.7,5.4,12.8,176.5,66.3,10,77,6.0,5.88,4.59,,,2,691,51.0,,26.3
5,2011,28,CIN,,7.0,2,0,,8,18,44.4,109,1,5.6,1,5.6,41,6.1,4.7,13.6,54.5,59.7,1,7,5.3,5.37,4.05,1.0,1.0,0,691,4.0,,20.1
6,2012,29,CIN,,7.0,2,0,,5,11,45.5,65,0,0.0,0,0.0,44,5.9,5.9,13.0,32.5,64.6,0,0,0.0,5.91,5.91,1.0,1.0,0,691,1.0,,33.6
7,2014,31,PIT,,5.0,1,0,,0,0,,0,0,,0,,0,,,,0.0,,0,0,,,,,,0,691,,,85.5
8,Career,Career,,,,37,20,6-14-0,375,709,52.9,4057,21,3.0,24,3.4,75,5.7,4.8,10.8,109.6,65.8,53,333,7.0,4.89,4.02,6.0,7.0,8,691,187.0,,
9,2 yrs,2 yrs,CIN,,,4,0,,13,29,44.8,174,1,3.4,1,3.4,44,6.0,5.1,13.4,43.5,61.6,1,7,3.3,5.57,4.73,2.0,2.0,0,691,5.0,,
10,2 yrs,2 yrs,OAK,,,13,8,3-5-0,165,307,53.7,2066,11,3.6,10,3.3,75,6.7,6.0,12.5,158.9,73.3,21,148,6.4,5.85,5.15,2.0,2.0,5,691,95.0,,
11,2 yrs,2 yrs,TAM,,,17,11,3-8-0,190,352,54.0,1791,9,2.6,10,2.8,53,5.1,4.3,9.4,105.4,65.0,27,160,7.1,4.3,3.59,2.0,3.0,3,691,86.0,,
12,1 yr,1 yr,CLE,,,2,1,0-1-0,7,21,33.3,26,0,0.0,3,14.3,12,1.2,-5.2,3.7,13.0,2.8,4,18,16.0,0.32,-5.08,,,0,691,1.0,,
13,1 yr,1 yr,PIT,,,1,0,,0,0,,0,0,,0,,0,,,,0.0,,0,0,,,,,,0,691,0.0,,
0,2020,25,TEN,,5.0,6,0.0,,1,3,33.3,7,0,0,0,0,7,2.3,2.3,7.0,1.2,42.4,0,0,0,2.33,2.33,,,,692,1,,65.1
1,Career,Career,,,,11,,,1,3,33.3,7,0,0,0,0,7,2.3,2.3,7.0,0.6,42.4,0,0,0,2.33,2.33,,,,692,1,,
0,1949,22,GNB,qb,39.0,12,1,,26,106,24.5,355,1,0.9,14,13.2,42,3.3,-2.4,13.7,29.6,4.6,,,,,,0,0,,693,,,
1,Career,Career,,,,12,1,,26,106,24.5,355,1,0.9,14,13.2,42,3.3,-2.4,13.7,29.6,4.6,,,,,,0,0,,693,,,
0,2011,24,SFO,,7.0,3,0,,3,5,60.0,35,0,0.0,0,0.0,19,7.0,7.0,11.7,11.7,81.2,0,0,0.0,7.0,7.0,,,0,694,2,,69.5
1,2012,25,SFO,qb,7.0,13,7,5-2-0,136,218,62.4,1814,10,4.6,3,1.4,57,8.3,8.6,13.3,139.5,98.3,16,112,6.8,7.27,7.55,1.0,1.0,9,694,86,,71.8
2,2013,26,SFO,QB,7.0,16,16,12-4-0,243,416,58.4,3197,21,5.0,8,1.9,64,7.7,7.8,13.2,199.8,91.6,39,231,8.6,6.52,6.65,2.0,3.0,15,694,148,,67.3
3,2014,27,SFO,QB,7.0,16,16,8-8-0,289,478,60.5,3369,19,4.0,10,2.1,80,7.0,6.9,11.7,210.6,86.4,52,344,9.8,5.71,5.58,3.0,2.0,12,694,164,,60.9
4,2015,28,SFO,QB,7.0,9,8,2-6-0,144,244,59.0,1615,6,2.5,5,2.0,76,6.6,6.2,11.2,179.4,78.5,28,166,10.3,5.33,4.94,,,4,694,73,,43.7
5,2016,29,SFO,QB,7.0,12,11,1-10-0,196,331,59.2,2241,16,4.8,4,1.2,65,6.8,7.2,11.4,186.8,90.7,36,207,9.8,5.54,5.92,1.0,1.0,9,694,101,,49.2
6,Career,Career,,,,69,58,28-30-0,1011,1692,59.8,12271,72,4.3,30,1.8,80,7.3,7.3,12.1,177.8,88.9,171,1060,9.2,6.02,6.07,7.0,7.0,49,694,574,,
0,2004,22,PIT,QB,7.0,14,13,13-0-0,196,295,66.4,2621,17,5.8,11,3.7,58,8.9,8.4,13.4,187.2,98.1,30,213,9.2,7.41,6.93,4.0,5.0,12,695,130,AP ORoY-1,
1,2005,23,PIT,QB,7.0,12,12,9-3-0,168,268,62.7,2385,17,6.3,9,3.4,85,8.9,8.7,14.2,198.8,98.6,23,129,7.9,7.75,7.53,2.0,2.0,11,695,110,,
2,2006,24,PIT,QB,7.0,15,15,7-8-0,280,469,59.7,3513,18,3.8,23,4.9,67,7.5,6.1,12.5,234.2,75.4,46,280,8.9,6.28,4.97,2.0,3.0,11,695,178,,58.0
3,2007*,25,PIT,QB,7.0,15,15,10-5-0,264,404,65.3,3154,32,7.9,11,2.7,83,7.8,8.2,11.9,210.3,104.1,47,347,10.4,6.22,6.55,1.0,2.0,14,695,167,"AP CPoY-3, PB",70.5
4,2008,26,PIT,QB,7.0,16,16,12-4-0,281,469,59.9,3301,17,3.6,15,3.2,65,7.0,6.3,11.7,206.3,80.1,46,284,8.9,5.86,5.21,4.0,4.0,11,695,162,,47.1
5,2009,27,PIT,QB,7.0,15,15,9-6-0,337,506,66.6,4328,26,5.1,12,2.4,60,8.6,8.5,12.8,288.5,100.5,50,348,9.0,7.16,7.12,2.0,3.0,14,695,201,,69.0
6,2010,28,PIT,QB,7.0,12,12,9-3-0,240,389,61.7,3200,17,4.4,5,1.3,56,8.2,8.5,13.3,266.7,97.0,32,220,7.6,7.08,7.35,2.0,3.0,12,695,149,,67.4
7,2011*,29,PIT,QB,7.0,15,15,11-4-0,324,513,63.2,4077,21,4.1,14,2.7,95,7.9,7.5,12.6,271.8,90.1,40,269,7.2,6.89,6.51,1.0,1.0,12,695,210,PB,68.3
8,2012,30,PIT,QB,7.0,13,13,7-6-0,284,449,63.3,3265,26,5.8,8,1.8,82,7.3,7.6,11.5,251.2,97.0,30,182,6.3,6.44,6.77,2.0,3.0,10,695,167,,71.3
9,2013,31,PIT,QB,7.0,16,16,8-8-0,375,584,64.2,4261,28,4.8,14,2.4,67,7.3,7.2,11.4,266.3,92.0,42,282,6.7,6.36,6.24,1.0,3.0,13,695,211,,58.0
10,2014*,32,PIT,QB,7.0,16,16,11-5-0,408,608,67.1,4952,32,5.3,9,1.5,94,8.1,8.5,12.1,309.5,103.3,33,172,5.1,7.46,7.82,2.0,3.0,16,695,244,PB,68.7
11,2015*,33,PIT,QB,7.0,12,11,7-4-0,319,469,68.0,3938,21,4.5,16,3.4,69,8.4,7.8,12.3,328.2,94.5,20,141,4.1,7.76,7.15,1.0,1.0,12,695,175,PB,72.8
12,2016*,34,PIT,QB,7.0,14,14,10-4-0,328,509,64.4,3819,29,5.7,13,2.6,72,7.5,7.5,11.6,272.8,95.4,17,141,3.2,6.99,6.98,2.0,2.0,12,695,184,PB,60.5
13,2017*,35,PIT,QB,7.0,15,15,12-3-0,360,561,64.2,4251,28,5.0,14,2.5,97,7.6,7.5,11.8,283.4,93.4,21,139,3.6,7.07,6.95,3.0,4.0,14,695,204,PB,66.6
14,2018,36,PIT,QB,7.0,16,16,9-6-1,452,675,67.0,5129,34,5.0,16,2.4,97,7.6,7.5,11.3,320.6,96.5,24,166,3.4,7.1,7.04,2.0,3.0,14,695,248,,69.6
15,2019,37,PIT,,7.0,2,2,0-2-0,35,62,56.5,351,0,0.0,1,1.6,45,5.7,4.9,10.0,175.5,66.0,2,7,3.1,5.38,4.67,,,1,695,14,,28.8
16,2020,38,PIT,QB,7.0,15,15,12-3-0,399,608,65.6,3803,33,5.4,10,1.6,84,6.3,6.6,9.5,253.5,94.1,13,118,2.1,5.93,6.27,4.0,4.0,10,695,193,AP CPoY-2,52.5
17,2021,39,PIT,,7.0,16,16,9-7-0,390,605,64.5,3740,22,3.6,10,1.7,59,6.2,6.2,9.6,233.8,86.8,38,239,5.9,5.44,5.43,6.0,7.0,9,695,188,,35.6
18,Career,Career,,,,249,247,165-81-1,5440,8443,64.4,64088,418,5.0,211,2.5,97,7.6,7.5,11.8,257.4,93.5,554,3677,6.2,6.71,6.59,41.0,53.0,208,695,3135,,
0,2020,24,JAX,,6.0,3,3,0-3-0,60,110,54.5,624,2,1.8,6,5.5,73,5.7,3.6,10.4,208.0,54.5,7,52,6,4.89,2.92,,,2,696,31,,32.8
1,Career,Career,,,,3,3,0-3-0,60,110,54.5,624,2,1.8,6,5.5,73,5.7,3.6,10.4,208.0,54.5,7,52,6,4.89,2.92,,,2,696,31,,
0,1970,22,NOR,,16.0,1,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.0,0.0,0.0,,,0,697,,,
1,1971,23,DEN,qb,10.0,9,5,2-3-0,84,178,47.2,1120,5,2.8,13,7.3,47,6.3,3.6,13.3,124.4,46.6,13,105,6.8,5.31,2.77,0.0,2.0,3,697,,,
2,1972,24,DEN,qb,10.0,9,5,1-4-0,65,137,47.4,1050,3,2.2,9,6.6,55,7.7,5.1,16.2,116.7,53.5,26,184,16.0,5.31,3.2,,,4,697,,,
3,1973,25,DEN,,10.0,5,0,,10,27,37.0,194,2,7.4,2,7.4,76,7.2,5.3,19.4,38.8,56.7,0,0,0.0,7.19,5.33,,,1,697,,,
4,1974,26,DEN,,10.0,7,2,1-1-0,41,74,55.4,580,5,6.8,7,9.5,43,7.8,4.9,14.1,82.9,64.0,9,55,10.8,6.33,3.73,2.0,1.0,3,697,,,
5,1975,27,DEN,QB,10.0,11,7,3-4-0,128,233,54.9,1562,9,3.9,14,6.0,66,6.7,4.8,12.2,142.0,63.6,23,187,9.0,5.37,3.61,1.0,2.0,5,697,,,
6,1976,28,DEN,QB,10.0,12,12,7-5-0,128,270,47.4,1931,11,4.1,13,4.8,71,7.2,5.8,15.1,160.9,64.9,39,261,12.6,5.4,4.22,,,9,697,,,
7,Career,Career,,,,54,31,14-17-0,456,921,49.5,6437,35,3.8,58,6.3,76,7.0,4.9,14.1,119.2,58.9,110,792,10.7,5.48,3.62,3.0,5.0,25,697,,,
8,6 yrs,6 yrs,DEN,,,53,31,14-17-0,456,919,49.6,6437,35,3.8,58,6.3,76,7.0,4.9,14.1,121.5,59.0,110,792,10.7,5.49,3.63,3.0,5.0,25,697,,,
9,1 yr,1 yr,NOR,,,1,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.0,0.0,0.0,,,0,697,,,
0,1985,22,PHI,,12,6,4,1-3-0,34,81,42,548,1,1.2,8,9.9,69,6.8,2.6,16.1,91.3,29.8,20,150,19.8,3.94,0.57,0,1,3,698,,,
1,1986,23,PHI,qb,12,15,5,1-3-1,111,209,53.1,1391,8,3.8,7,3.3,75,6.7,5.9,12.5,92.7,72.9,72,489,25.6,3.21,2.66,1,1,7,698,,,
